fd_id,did_eat_meat,was_vegan,no_meals,no_snacks,alcohol_consumed,water_drank
93000,True,False,3,1,0,1214
93001,False,False,3,2,0,2330
93002,False,True,1,2,829,2485
93003,True,False,1,0,0,2058
93004,True,False,2,4,0,1265
93005,True,False,2,2,0,1643
93006,True,False,1,3,0,1579
93007,True,False,1,3,0,2070
93008,True,False,1,0,0,2103
93009,False,False,1,3,0,2102
94000,False,False,2,4,0,2488
94001,False,False,2,0,0,2671
94002,False,False,1,5,0,1143
94003,False,True,1,1,0,1822
94004,False,False,2,0,0,1872
94005,True,False,3,1,0,1425
94006,False,False,3,3,0,1093
94007,True,False,1,5,0,2378
94008,False,False,3,5,0,2175
94009,True,False,3,1,0,959
95000,True,False,1,0,0,1495
95001,True,False,1,1,790,2362
95002,False,True,1,4,0,1006
95003,False,True,3,4,0,551
95004,True,False,1,5,0,718
95005,True,False,3,2,961,528
95006,True,False,2,5,427,1623
95007,True,False,1,5,0,2300
95008,False,True,1,5,0,1797
95009,True,False,3,1,0,2446
96000,False,False,3,1,320,1257
96001,True,False,2,3,542,1537
96002,False,True,3,0,0,1785
96003,False,False,1,3,0,2377
96004,False,False,3,4,0,2219
96005,True,False,7,3,0,946
96006,False,False,2,2,0,818
96007,True,False,1,3,0,2462
96008,False,False,1,4,817,2190
96009,True,False,1,2,0,3428
97000,False,False,2,1,554,1987
97001,False,False,3,3,0,1867
97002,False,False,3,0,0,2359
97003,False,False,2,2,0,2177
97004,True,False,3,0,0,561
97005,True,False,2,2,351,846
97006,False,False,3,1,0,766
97007,False,False,2,5,601,833
97008,False,False,3,1,0,2422
97009,False,False,3,5,0,2841
98000,False,False,1,1,0,1439
98001,False,False,2,5,0,1456
98002,True,False,1,3,0,1510
98003,True,False,1,0,0,2362
98004,True,False,1,4,814,948
98005,False,False,1,3,505,1233
98006,True,False,2,4,0,662
98007,True,False,2,5,0,2486
98008,True,False,2,5,0,760
98009,True,False,2,4,0,1079
99000,True,False,1,1,0,1492
99001,False,True,3,1,0,836
99002,False,False,1,4,53,755
99003,False,False,6,3,17,2844
99004,False,False,2,1,0,888
99005,True,False,2,3,0,2218
99006,False,False,1,3,921,1297
99007,True,False,1,5,0,1885
99008,False,False,3,3,0,2211
99009,False,False,3,4,0,1306
100000,False,False,1,1,103,786
100001,False,False,3,2,0,1552
100002,False,False,1,1,31,1713
100003,False,False,1,2,513,2413
100004,False,False,2,2,98,547
100005,False,True,1,2,918,1175
100006,False,False,3,4,430,1166
100007,True,False,3,5,0,1451
100008,False,False,2,1,0,1065
100009,True,False,6,5,0,2360
101000,False,True,2,4,0,829
101001,True,False,1,1,952,1523
101002,False,True,3,5,0,1796
101003,True,False,1,2,0,1714
101004,True,False,3,4,0,1152
101005,True,False,1,5,0,1332
101006,False,False,3,2,0,2433
101007,True,False,2,4,0,1750
101008,True,False,2,5,430,1071
101009,False,False,2,5,38,1025
102000,False,False,1,1,0,2641
102001,False,False,1,2,0,1133
102002,False,False,1,0,0,830
102003,False,True,2,5,0,1081
102004,True,False,1,5,0,1469
102005,True,False,2,3,0,859
102006,False,False,2,5,825,2093
102007,True,False,2,1,255,1035
102008,True,False,2,3,0,1397
102009,True,False,1,4,808,922
103000,False,False,2,0,0,1149
103001,True,False,1,5,0,2022
103002,False,False,3,2,0,1038
103003,False,False,7,5,0,1829
103004,False,False,3,5,545,1440
103005,True,False,2,5,0,954
103006,True,False,3,4,0,1656
103007,False,True,1,1,0,1085
103008,True,False,2,2,820,1790
103009,False,False,2,2,0,1508
104000,True,False,3,5,0,1596
104001,True,False,1,1,861,636
104002,True,False,1,0,0,1365
104003,False,False,2,5,0,1395
104004,True,False,3,3,0,1485
104005,True,False,1,2,459,965
104006,True,False,4,3,0,2340
104007,False,False,3,3,0,858
104008,True,False,2,5,0,1789
104009,True,False,2,2,0,1653
105000,True,False,1,5,0,1287
105001,True,False,3,0,0,951
105002,False,False,2,4,0,1882
105003,False,False,5,5,0,1369
105004,True,False,2,5,239,768
105005,False,False,1,4,0,1418
105006,False,False,1,1,0,682
105007,True,False,1,0,0,980
105008,False,False,2,3,666,1470
105009,False,False,3,4,0,1921
106000,True,False,3,1,0,1454
106001,False,False,4,1,0,936
106002,True,False,3,3,0,1472
106003,True,False,3,1,0,927
106004,False,False,2,0,0,1176
106005,False,False,3,1,0,665
106006,False,False,3,2,0,1645
106007,False,True,3,1,0,2411
106008,False,True,3,2,37,1659
106009,False,False,4,0,0,2231
107000,False,False,3,3,0,519
107001,True,False,3,5,894,1344
107002,False,False,2,4,0,1772
107003,False,False,1,3,431,2056
107004,False,False,2,2,0,2428
107005,True,False,1,1,15,1307
107006,True,False,1,3,0,1816
107007,True,False,3,4,0,1324
107008,False,False,1,3,0,1531
107009,True,False,2,0,771,2086
108000,True,False,1,0,0,1217
108001,False,False,2,1,0,1369
108002,True,False,1,1,0,850
108003,True,False,2,3,0,686
108004,False,False,1,0,0,676
108005,True,False,1,1,0,1012
108006,True,False,3,0,606,1804
108007,False,True,2,5,0,595
108008,False,False,3,4,0,1807
108009,True,False,2,1,835,1919
109000,False,False,3,3,0,1114
109001,False,False,1,2,0,895
109002,True,False,3,0,0,2493
109003,True,False,3,0,860,2176
109004,False,False,2,3,0,834
109005,False,False,2,2,0,1181
109006,False,False,3,1,0,691
109007,False,False,7,1,597,2279
109008,True,False,3,3,0,1795
109009,False,True,1,1,32,1454
110000,False,False,6,2,0,1755
110001,False,False,2,4,79,3072
110002,False,False,1,3,0,1267
110003,False,True,2,2,372,522
110004,False,True,2,2,0,1902
110005,False,False,3,4,940,1125
110006,False,False,1,4,98,2058
110007,False,False,1,5,0,1586
110008,True,False,1,3,846,1297
110009,True,False,1,5,0,2017
111000,False,False,2,4,0,951
111001,False,False,2,0,0,1412
111002,True,False,1,3,990,1312
111003,True,False,2,1,273,2448
111004,True,False,3,1,0,1126
111005,True,False,2,3,0,590
111006,True,False,1,3,0,2445
111007,False,False,3,1,0,2020
111008,False,False,6,4,0,1099
111009,False,False,3,5,0,1976
112000,True,False,2,3,0,2150
112001,False,False,2,3,0,885
112002,True,False,2,0,0,958
112003,False,False,2,1,0,2244
112004,False,False,1,5,0,2190
112005,True,False,2,0,0,1669
112006,True,False,2,4,20,1521
112007,False,False,3,1,0,1491
112008,False,False,1,5,0,1457
112009,False,True,3,2,189,2438
113000,True,False,3,4,0,1334
113001,False,True,3,1,288,2894
113002,False,False,3,4,0,665
113003,False,False,1,2,825,2380
113004,True,False,2,1,0,1409
113005,False,False,2,5,0,2155
113006,True,False,3,3,0,1405
113007,True,False,2,5,0,1515
113008,False,False,1,4,0,2143
113009,False,False,2,3,0,1593
114000,True,False,2,1,0,1052
114001,True,False,1,3,0,3063
114002,True,False,1,4,8,2051
114003,False,False,1,1,0,508
114004,False,False,2,1,0,2096
114005,False,False,1,4,0,2471
114006,True,False,2,5,0,1368
114007,True,False,1,5,0,1356
114008,False,True,3,2,0,3380
114009,False,False,2,0,0,1131
115000,True,False,3,4,0,975
115001,True,False,3,3,0,2158
115002,False,True,3,3,0,1535
115003,False,False,1,1,0,505
115004,True,False,3,4,0,2603
115005,False,False,5,2,0,2214
115006,True,False,6,0,0,2043
115007,True,False,2,5,0,725
115008,False,False,2,5,0,1669
115009,True,False,1,2,0,1634
116000,True,False,2,1,0,1800
116001,True,False,3,5,0,1098
116002,False,False,1,2,730,1522
116003,False,False,2,3,0,974
116004,True,False,3,2,0,750
116005,True,False,3,3,0,1423
116006,False,False,2,0,0,2005
116007,True,False,1,3,308,1653
116008,False,False,2,0,0,1261
116009,False,False,3,1,0,1223
117000,False,False,1,5,552,1648
117001,False,False,3,4,0,2090
117002,False,False,1,5,0,2106
117003,False,False,1,1,0,2225
117004,True,False,3,2,772,1103
117005,False,True,1,5,383,1256
117006,True,False,3,3,0,1702
117007,False,False,2,2,0,2001
117008,True,False,3,4,0,1009
117009,False,False,3,1,467,1040
118000,True,False,3,0,270,936
118001,False,False,3,1,78,2112
118002,False,False,3,5,0,2369
118003,False,False,2,0,0,903
118004,True,False,2,0,4,916
118005,False,True,1,3,936,1525
118006,True,False,3,2,0,1917
118007,True,False,1,0,281,1674
118008,True,False,3,5,0,1106
118009,False,False,3,4,0,1823
119000,True,False,7,4,0,1551
119001,False,False,1,0,0,720
119002,False,False,1,3,0,2610
119003,False,False,3,5,0,1077
119004,False,True,2,5,0,2433
119005,False,False,3,2,0,558
119006,False,True,5,5,0,1819
119007,False,False,2,5,0,1817
119008,True,False,3,1,0,1588
119009,True,False,2,1,0,1524
120000,True,False,3,1,743,1434
120001,True,False,3,4,0,840
120002,False,False,3,3,0,2172
120003,True,False,1,5,793,1329
120004,False,False,2,1,0,1716
120005,False,False,3,5,0,2303
120006,True,False,2,0,0,1834
120007,False,False,3,0,0,1228
120008,False,True,3,1,0,1610
120009,True,False,1,5,0,2295
121000,True,False,3,5,0,2298
121001,True,False,1,3,0,1397
121002,False,False,3,0,875,1255
121003,True,False,3,1,0,2153
121004,False,False,3,1,0,1298
121005,True,False,1,2,43,1714
121006,False,False,2,0,157,2377
121007,True,False,2,3,0,1746
121008,False,False,2,5,0,973
121009,True,False,3,0,0,1539
122000,False,False,1,5,0,1882
122001,False,False,1,4,0,1721
122002,False,False,1,2,0,2009
122003,False,False,2,5,0,2880
122004,False,False,1,4,0,2105
122005,True,False,3,5,0,1229
122006,False,True,2,0,82,2373
122007,False,True,2,5,912,1411
122008,False,True,3,3,0,2441
122009,False,True,2,1,0,573
123000,False,True,6,4,0,1977
123001,False,True,1,0,518,1434
123002,False,False,1,4,23,962
123003,True,False,3,1,0,2576
123004,False,False,2,4,0,2357
123005,False,False,1,5,0,1507
123006,False,False,2,4,183,1189
123007,True,False,2,2,786,2402
123008,False,False,1,3,0,851
123009,False,False,3,2,0,2321
124000,True,False,2,5,0,2415
124001,False,False,3,5,553,625
124002,True,False,1,3,0,1004
124003,True,False,3,1,0,1929
124004,False,False,3,0,0,1694
124005,True,False,2,0,0,2103
124006,True,False,2,5,0,1616
124007,True,False,1,4,183,1055
124008,True,False,3,3,301,2107
124009,False,False,3,3,0,1201
125000,True,False,4,0,0,783
125001,True,False,2,4,0,959
125002,False,False,1,4,0,2178
125003,True,False,2,0,0,2164
125004,True,False,2,1,0,696
125005,False,True,2,5,0,1420
125006,True,False,1,4,0,2420
125007,False,False,3,1,0,1275
125008,True,False,1,4,226,1756
125009,True,False,1,2,0,1552
126000,True,False,3,1,690,653
126001,True,False,6,3,0,2457
126002,True,False,1,2,0,934
126003,True,False,2,4,0,720
126004,False,True,2,0,0,2934
126005,False,False,1,3,546,2038
126006,False,False,1,0,0,2282
126007,False,False,2,1,471,1524
126008,True,False,2,3,0,770
126009,False,True,3,3,0,756
127000,True,False,1,1,0,2263
127001,False,False,1,3,0,1038
127002,True,False,3,5,0,824
127003,True,False,1,4,407,937
127004,False,False,3,5,776,2082
127005,True,False,1,4,0,1790
127006,True,False,3,1,0,2203
127007,True,False,2,0,0,2375
127008,True,False,2,3,0,2520
127009,False,False,3,1,0,1767
128000,False,False,3,2,0,1090
128001,True,False,2,4,0,508
128002,False,False,3,2,0,2362
128003,True,False,2,0,0,1911
128004,False,True,4,1,0,797
128005,False,False,3,2,0,2344
128006,True,False,3,4,0,1196
128007,False,False,2,0,0,994
128008,True,False,1,2,0,2171
128009,False,False,2,2,0,1412
129000,False,False,3,2,0,2001
129001,False,False,2,5,0,1498
129002,False,True,3,5,0,1170
129003,True,False,1,3,0,657
129004,True,False,1,4,495,670
129005,False,False,2,1,0,654
129006,True,False,1,1,955,531
129007,True,False,2,3,0,818
129008,True,False,3,1,0,1520
129009,True,False,1,3,0,1641
130000,True,False,1,0,0,590
130001,True,False,2,1,844,1541
130002,False,False,3,4,0,864
130003,True,False,3,5,0,1724
130004,False,False,5,0,0,2356
130005,False,False,1,4,0,572
130006,True,False,1,5,0,1669
130007,True,False,2,0,0,1262
130008,True,False,2,3,0,718
130009,False,False,2,4,53,2286
131000,False,False,2,3,0,1806
131001,False,False,1,1,895,1367
131002,True,False,1,3,0,1331
131003,False,False,2,4,942,899
131004,False,False,1,2,0,1877
131005,False,False,2,1,0,1760
131006,True,False,2,5,0,1413
131007,False,True,2,3,0,3085
131008,False,False,5,4,0,1485
131009,True,False,3,3,0,1727
132000,False,False,2,3,0,726
132001,False,False,1,5,0,962
132002,False,False,2,3,0,2084
132003,False,False,3,5,618,1606
132004,True,False,1,2,105,2338
132005,True,False,1,1,603,2973
132006,False,False,1,1,601,557
132007,False,False,2,5,0,1472
132008,False,True,3,5,27,2260
132009,True,False,3,0,0,1994
133000,True,False,3,4,0,2859
133001,True,False,2,1,0,2411
133002,True,False,2,0,896,1321
133003,True,False,2,5,0,2051
133004,False,False,1,5,0,1331
133005,True,False,1,3,0,558
133006,True,False,1,0,0,981
133007,True,False,1,1,688,1228
133008,True,False,1,5,45,1074
133009,False,False,3,1,0,1365
134000,True,False,1,3,0,685
134001,False,False,2,0,0,2220
134002,False,True,2,5,0,1655
134003,False,False,1,2,0,1659
134004,True,False,2,1,0,1836
134005,False,False,2,0,903,552
134006,True,False,2,4,0,1676
134007,False,False,3,0,0,1446
134008,True,False,6,0,348,771
134009,True,False,1,1,0,1185
135000,True,False,3,3,0,1889
135001,True,False,1,5,0,2448
135002,True,False,2,0,0,775
135003,False,False,2,3,0,2256
135004,True,False,2,5,0,1273
135005,True,False,1,3,0,1245
135006,True,False,2,0,278,1821
135007,True,False,3,2,0,1580
135008,True,False,7,2,0,1166
135009,True,False,1,1,0,2154
136000,False,False,3,2,0,1042
136001,True,False,1,2,0,1092
136002,False,False,1,5,0,1610
136003,True,False,1,5,208,2077
136004,False,False,1,2,354,1870
136005,False,False,2,5,0,1868
136006,True,False,2,0,434,2124
136007,True,False,1,1,0,523
136008,True,False,3,1,0,1109
136009,False,False,1,1,0,2105
137000,True,False,1,4,976,722
137001,False,False,2,0,0,1773
137002,True,False,2,5,0,2074
137003,True,False,2,5,172,734
137004,True,False,3,0,138,2104
137005,True,False,1,4,930,1196
137006,True,False,1,1,0,2203
137007,False,False,2,4,0,866
137008,True,False,2,3,0,1436
137009,True,False,3,5,0,1027
138000,True,False,3,4,197,2035
138001,True,False,3,3,0,1851
138002,False,False,2,2,0,1868
138003,False,False,6,4,0,2625
138004,True,False,1,3,0,2808
138005,True,False,2,5,0,2223
138006,True,False,1,4,0,2187
138007,True,False,2,1,139,1872
138008,True,False,1,2,885,562
138009,True,False,3,1,0,1679
139000,True,False,5,5,0,1887
139001,True,False,3,2,816,1765
139002,True,False,1,4,0,1813
139003,False,False,3,3,0,2362
139004,True,False,3,3,0,670
139005,False,False,2,0,0,2233
139006,True,False,1,4,76,932
139007,False,False,1,4,0,799
139008,False,False,1,2,394,815
139009,False,False,1,0,0,987
140000,True,False,1,3,0,2483
140001,False,False,2,0,0,1130
140002,True,False,1,3,0,746
140003,True,False,6,3,0,1979
140004,False,False,3,4,10,1100
140005,True,False,1,4,331,1923
140006,True,False,3,4,299,856
140007,False,False,3,5,0,1193
140008,True,False,2,1,612,983
140009,False,False,1,3,0,512
141000,True,False,2,4,0,1386
141001,False,False,1,1,0,1590
141002,False,False,3,4,423,783
141003,True,False,3,0,0,1756
141004,False,True,1,0,0,1519
141005,False,False,3,4,0,1234
141006,True,False,1,4,537,2192
141007,True,False,4,0,0,1716
141008,False,False,3,1,412,849
141009,False,False,1,4,0,2285
142000,True,False,1,1,0,1936
142001,False,True,2,5,0,2234
142002,True,False,3,4,0,1232
142003,True,False,2,0,981,1344
142004,True,False,1,5,214,1588
142005,False,False,2,4,278,1786
142006,False,True,2,5,931,624
142007,False,True,3,5,0,806
142008,False,True,2,2,0,1025
142009,False,False,3,0,0,696
143000,True,False,1,0,0,2466
143001,True,False,2,2,0,1122
143002,False,False,1,5,662,2233
143003,True,False,1,3,0,1444
143004,False,False,2,0,0,1949
143005,True,False,2,0,2,1122
143006,True,False,2,3,959,2392
143007,False,False,2,4,765,1998
143008,True,False,2,2,0,607
143009,False,False,1,4,0,1335
144000,False,True,3,4,0,1076
144001,False,False,1,2,0,2091
144002,False,False,2,4,0,1348
144003,True,False,2,3,0,1068
144004,False,False,2,4,569,1639
144005,True,False,2,5,0,2506
144006,True,False,7,1,0,1152
144007,True,False,2,2,0,1458
144008,False,True,1,4,0,876
144009,False,True,2,1,357,2296
145000,False,False,3,3,0,2264
145001,False,False,2,5,0,1800
145002,True,False,3,5,0,1418
145003,True,False,1,0,0,2692
145004,True,False,6,4,0,745
145005,False,False,7,0,0,904
145006,True,False,1,2,0,1935
145007,True,False,1,5,0,1846
145008,True,False,3,3,0,954
145009,True,False,1,0,0,1286
146000,False,False,3,5,0,2001
146001,False,False,2,5,0,1121
146002,False,False,1,2,0,1630
146003,False,True,2,5,930,982
146004,True,False,2,2,0,1614
146005,True,False,2,2,0,563
146006,False,False,1,4,0,1535
146007,True,False,2,0,304,1653
146008,False,True,1,5,0,1104
146009,True,False,1,0,0,1590
147000,False,False,1,3,0,769
147001,False,False,2,3,0,842
147002,False,False,2,5,0,1299
147003,False,False,2,5,488,1284
147004,False,False,3,0,0,1650
147005,True,False,1,5,0,2482
147006,True,False,5,5,0,1181
147007,True,False,3,3,0,1487
147008,False,False,3,3,281,1208
147009,False,False,1,2,954,650
148000,True,False,3,1,0,1307
148001,True,False,1,3,0,1959
148002,False,False,2,2,0,644
148003,False,False,2,3,0,1467
148004,False,False,1,1,0,2144
148005,False,False,1,1,373,2131
148006,False,False,3,2,0,2257
148007,True,False,2,3,0,1613
148008,False,False,1,3,0,1290
148009,True,False,4,5,713,1127
149000,True,False,1,5,0,2637
149001,False,False,1,4,0,2072
149002,False,True,6,1,0,3305
149003,True,False,2,2,0,1215
149004,True,False,6,3,0,895
149005,True,False,3,1,0,2131
149006,False,False,2,1,0,1571
149007,False,False,1,5,171,2294
149008,False,True,1,0,0,1349
149009,False,False,3,4,0,1635
150000,True,False,3,1,0,1936
150001,False,False,1,5,0,1590
150002,False,False,2,1,0,1534
150003,True,False,2,0,0,1203
150004,True,False,2,5,0,576
150005,True,False,2,4,0,2163
150006,True,False,4,4,0,1718
150007,False,False,1,5,0,1011
150008,False,True,1,3,0,2394
150009,False,False,6,1,0,887
151000,True,False,2,4,0,1328
151001,True,False,3,1,0,2233
151002,True,False,3,5,0,1740
151003,False,False,1,4,0,2475
151004,False,False,2,3,0,1745
151005,True,False,6,1,0,642
151006,True,False,1,0,0,1232
151007,False,True,2,4,0,1876
151008,False,False,2,4,269,1337
151009,True,False,2,2,0,805
152000,False,False,2,2,0,2104
152001,True,False,2,2,0,916
152002,False,True,2,5,0,1909
152003,False,False,1,5,0,2313
152004,False,False,2,3,0,852
152005,True,False,2,3,0,710
152006,False,False,1,4,0,1503
152007,False,True,3,3,136,2082
152008,False,False,2,5,0,644
152009,False,True,7,1,529,2548
153000,True,False,2,1,947,2209
153001,True,False,1,1,0,1189
153002,False,True,1,0,0,1730
153003,True,False,2,1,0,735
153004,True,False,3,3,0,1016
153005,False,False,3,0,0,980
153006,False,False,1,5,0,1116
153007,True,False,1,0,102,2265
153008,True,False,2,4,0,2031
153009,True,False,1,5,0,1961
154000,True,False,3,2,0,2715
154001,True,False,3,4,886,2367
154002,True,False,2,2,0,674
154003,False,False,3,1,0,2423
154004,False,False,1,5,0,644
154005,False,False,2,1,0,1310
154006,False,False,1,3,0,2385
154007,False,False,1,2,664,1843
154008,True,False,1,3,0,1226
154009,True,False,3,3,722,1702
155000,False,True,2,5,0,2140
155001,True,False,2,5,0,2121
155002,False,False,1,1,0,1612
155003,True,False,3,4,0,1801
155004,True,False,2,3,0,568
155005,False,False,2,0,0,721
155006,False,False,1,5,0,2020
155007,True,False,2,0,0,1896
155008,True,False,3,3,0,2208
155009,True,False,2,0,0,1673
156000,True,False,1,2,0,2185
156001,True,False,2,2,0,2039
156002,False,False,3,2,0,1223
156003,False,False,3,3,0,2236
156004,False,False,2,3,0,1335
156005,False,True,2,1,481,1027
156006,False,False,2,1,0,717
156007,True,False,2,0,0,1909
156008,False,False,2,3,0,657
156009,True,False,5,3,350,1926
157000,True,False,3,0,699,1745
157001,False,False,1,3,0,996
157002,True,False,3,4,216,673
157003,True,False,2,4,0,1793
157004,True,False,3,0,508,2379
157005,True,False,1,0,86,681
157006,True,False,3,0,0,1642
157007,False,False,1,0,0,670
157008,False,True,2,0,755,2395
157009,False,True,2,1,0,1415
158000,False,True,1,3,0,1857
158001,False,True,2,4,0,648
158002,True,False,3,5,0,1122
158003,True,False,1,5,0,650
158004,True,False,1,2,0,785
158005,True,False,4,0,0,2264
158006,True,False,1,4,0,2080
158007,False,False,1,5,0,2057
158008,False,True,2,2,0,512
158009,False,False,1,4,0,2137
159000,False,False,3,2,0,1511
159001,False,False,2,3,0,789
159002,False,True,7,5,0,724
159003,True,False,2,5,0,744
159004,False,False,3,3,793,1218
159005,False,False,2,0,0,1235
159006,True,False,1,5,0,801
159007,True,False,3,4,57,1916
159008,True,False,1,2,0,1653
159009,False,False,2,4,0,793
160000,False,False,2,2,0,2114
160001,True,False,1,1,450,763
160002,False,False,1,1,751,2009
160003,True,False,1,1,0,2188
160004,True,False,1,3,0,2741
160005,True,False,2,3,0,1902
160006,True,False,5,2,0,521
160007,False,False,6,0,0,655
160008,True,False,1,2,0,2369
160009,False,False,1,1,0,1056
161000,True,False,7,4,366,1031
161001,False,False,3,5,60,698
161002,True,False,3,2,0,526
161003,True,False,3,4,0,1078
161004,True,False,6,0,0,1884
161005,True,False,1,0,774,1962
161006,False,False,3,4,0,1198
161007,False,False,2,5,0,1465
161008,False,False,2,4,968,3203
161009,True,False,1,3,572,790
162000,True,False,2,1,0,2286
162001,False,False,2,2,0,675
162002,False,True,3,2,0,956
162003,False,False,1,4,0,1377
162004,True,False,4,1,0,2139
162005,True,False,2,1,0,689
162006,False,False,3,0,0,2132
162007,False,False,2,4,0,2160
162008,True,False,2,0,0,2467
162009,True,False,2,3,0,1217
163000,False,False,2,1,105,1316
163001,False,False,4,3,0,2136
163002,False,False,1,5,0,1287
163003,True,False,5,1,0,2855
163004,True,False,2,3,0,2143
163005,False,True,1,5,88,2209
163006,True,False,3,4,977,1664
163007,False,True,4,3,374,715
163008,False,False,1,5,0,2499
163009,False,False,2,3,0,1228
164000,False,False,2,0,556,724
164001,False,False,1,4,801,554
164002,False,False,3,3,519,1185
164003,False,False,3,4,0,752
164004,True,False,2,3,0,3276
164005,False,True,2,0,0,847
164006,True,False,2,3,0,1464
164007,True,False,3,5,460,954
164008,False,False,1,4,772,2113
164009,False,False,3,4,0,926
165000,False,False,1,2,0,1636
165001,False,False,1,4,0,2487
165002,False,False,3,2,490,1744
165003,True,False,7,3,0,1882
165004,False,False,2,4,357,1944
165005,False,False,2,4,0,1588
165006,True,False,3,5,786,2342
165007,False,False,1,0,0,2113
165008,False,False,3,4,0,2702
165009,False,False,3,4,0,2017
166000,True,False,1,2,127,2382
166001,False,False,3,1,0,1230
166002,False,True,3,4,0,1637
166003,True,False,2,3,224,1910
166004,True,False,4,5,0,2384
166005,False,False,3,3,0,2386
166006,False,False,1,4,0,1248
166007,True,False,2,0,404,2596
166008,True,False,2,4,0,1594
166009,True,False,2,2,0,1832
167000,True,False,2,0,0,1672
167001,False,True,7,5,0,1412
167002,False,False,3,1,0,1547
167003,True,False,2,3,0,1906
167004,False,True,1,5,0,2100
167005,True,False,7,0,0,657
167006,True,False,3,3,0,1482
167007,False,False,7,1,0,2207
167008,True,False,1,3,0,876
167009,False,False,1,5,130,1904
168000,True,False,2,3,430,2257
168001,False,True,3,5,0,615
168002,False,False,1,1,0,1884
168003,False,False,1,3,479,857
168004,False,True,6,2,0,1446
168005,True,False,2,2,0,887
168006,True,False,3,4,0,1376
168007,True,False,1,3,624,1591
168008,False,False,5,1,197,2355
168009,True,False,2,5,0,1806
169000,True,False,1,5,0,2478
169001,True,False,2,0,0,2203
169002,False,True,2,0,52,2480
169003,True,False,1,4,0,1045
169004,True,False,1,3,0,1872
169005,True,False,3,3,0,1566
169006,False,False,1,4,0,1775
169007,True,False,1,3,0,766
169008,True,False,1,2,0,1133
169009,True,False,3,2,0,830
170000,False,False,3,1,337,1168
170001,False,False,1,3,0,2956
170002,True,False,1,2,676,2913
170003,True,False,2,5,0,1251
170004,True,False,3,3,0,1842
170005,True,False,2,0,0,1039
170006,False,False,2,3,0,1539
170007,True,False,3,1,0,1538
170008,True,False,3,1,0,1703
170009,False,False,2,1,0,1040
171000,False,True,2,0,0,1986
171001,True,False,3,4,0,1438
171002,True,False,3,3,0,2497
171003,False,False,4,1,0,1713
171004,True,False,2,4,295,692
171005,True,False,3,2,0,566
171006,False,True,2,0,0,1481
171007,False,False,2,1,136,1418
171008,False,False,1,2,10,1654
171009,True,False,2,5,0,625
172000,False,True,1,1,0,2314
172001,True,False,3,2,0,1507
172002,False,True,3,5,0,2206
172003,False,False,3,2,805,1166
172004,False,False,1,2,0,1962
172005,False,False,1,3,954,799
172006,False,True,2,3,0,2830
172007,False,True,1,5,0,1712
172008,False,False,1,0,279,1233
172009,True,False,3,2,0,2105
173000,True,False,3,2,0,1568
173001,True,False,2,3,0,580
173002,True,False,2,0,0,2427
173003,True,False,1,5,0,2110
173004,False,True,3,3,0,1124
173005,False,False,2,0,0,881
173006,True,False,3,0,0,1641
173007,False,False,1,2,0,1491
173008,False,False,2,3,0,1457
173009,False,False,2,3,0,1289
174000,True,False,1,3,0,1787
174001,True,False,1,3,902,2192
174002,True,False,2,0,0,1075
174003,True,False,2,4,0,1552
174004,False,False,1,1,839,2485
174005,False,False,3,5,0,1903
174006,True,False,3,0,603,2036
174007,False,True,3,2,0,1924
174008,True,False,1,2,0,899
174009,True,False,3,3,561,3406
175000,False,True,2,3,0,1988
175001,True,False,1,1,315,2478
175002,False,False,1,1,0,1797
175003,False,False,3,4,448,652
175004,True,False,2,3,694,1303
175005,True,False,1,3,89,2960
175006,True,False,3,0,0,1866
175007,False,False,3,1,0,1170
175008,False,False,3,0,813,1662
175009,False,False,3,0,703,2208
176000,False,False,3,1,0,1995
176001,False,False,2,4,0,1705
176002,False,False,2,0,0,670
176003,False,False,6,1,0,1338
176004,True,False,2,5,0,1919
176005,False,True,1,4,156,2340
176006,False,False,6,0,459,1196
176007,True,False,2,0,0,3078
176008,True,False,2,5,0,1724
176009,False,False,1,1,0,1214
177000,False,False,3,0,0,1662
177001,False,False,3,2,0,1878
177002,False,False,2,2,0,2336
177003,False,False,2,2,0,676
177004,True,False,7,3,686,2351
177005,False,True,1,4,0,2211
177006,False,False,3,2,0,1408
177007,True,False,7,5,0,2018
177008,True,False,1,2,0,2292
177009,False,False,1,4,271,1378
178000,True,False,3,2,37,1627
178001,True,False,1,4,0,1059
178002,False,True,1,1,0,1573
178003,True,False,3,0,0,887
178004,False,False,3,3,0,585
178005,True,False,1,4,0,2293
178006,True,False,1,5,0,1811
178007,True,False,2,4,0,2271
178008,True,False,1,4,0,1247
178009,False,False,1,1,412,1470
179000,False,True,3,1,233,1382
179001,False,False,2,3,0,1194
179002,False,False,2,1,0,1047
179003,True,False,2,4,0,1054
179004,True,False,1,0,304,1028
179005,True,False,2,4,0,1734
179006,True,False,3,4,0,1580
179007,False,False,1,5,0,3011
179008,True,False,1,1,0,1351
179009,False,False,7,2,0,2335
180000,True,False,3,0,0,1656
180001,True,False,1,0,0,2677
180002,False,False,1,0,0,2083
180003,False,False,3,0,0,1134
180004,False,False,2,0,0,1024
180005,False,False,1,3,0,1184
180006,True,False,2,5,0,2131
180007,True,False,1,4,0,1201
180008,False,False,1,1,0,1938
180009,False,False,3,1,0,1313
181000,False,False,2,5,0,1853
181001,False,False,3,2,0,943
181002,False,False,2,1,0,584
181003,False,False,3,5,0,1693
