happy_id,current_date,happy_score,country_id,fd_id,social_id,sleep_id,spendings_id
5537,2021-04-21 00:00:00,36,2,115036,115036,115036,115036
5538,2021-04-21 00:00:00,82,3,115037,115037,115037,115037
5539,2021-04-21 00:00:00,64,4,115038,115038,115038,115038
5540,2021-04-21 00:00:00,86,5,115039,115039,115039,115039
5541,2021-04-21 00:00:00,98,1,115040,115040,115040,115040
5542,2021-04-21 00:00:00,56,2,115041,115041,115041,115041
5543,2021-04-21 00:00:00,29,3,115042,115042,115042,115042
5544,2021-04-21 00:00:00,64,4,115043,115043,115043,115043
5545,2021-04-21 00:00:00,89,5,115044,115044,115044,115044
5546,2021-04-21 00:00:00,52,1,115045,115045,115045,115045
5547,2021-04-21 00:00:00,56,2,115046,115046,115046,115046
5548,2021-04-21 00:00:00,27,3,115047,115047,115047,115047
5549,2021-04-21 00:00:00,99,4,115048,115048,115048,115048
5550,2021-04-21 00:00:00,17,5,115049,115049,115049,115049
5551,2021-04-22 00:00:00,2,1,116000,116000,116000,116000
5552,2021-04-22 00:00:00,28,2,116001,116001,116001,116001
5553,2021-04-22 00:00:00,62,3,116002,116002,116002,116002
5554,2021-04-22 00:00:00,96,4,116003,116003,116003,116003
5555,2021-04-22 00:00:00,80,5,116004,116004,116004,116004
5556,2021-04-22 00:00:00,92,1,116005,116005,116005,116005
5557,2021-04-22 00:00:00,75,2,116006,116006,116006,116006
5558,2021-04-22 00:00:00,59,3,116007,116007,116007,116007
5559,2021-04-22 00:00:00,16,4,116008,116008,116008,116008
5560,2021-04-22 00:00:00,56,5,116009,116009,116009,116009
5561,2021-04-22 00:00:00,96,1,116010,116010,116010,116010
5562,2021-04-22 00:00:00,42,2,116011,116011,116011,116011
5563,2021-04-22 00:00:00,34,3,116012,116012,116012,116012
5564,2021-04-22 00:00:00,98,4,116013,116013,116013,116013
5565,2021-04-22 00:00:00,38,5,116014,116014,116014,116014
5566,2021-04-22 00:00:00,75,1,116015,116015,116015,116015
5567,2021-04-22 00:00:00,61,2,116016,116016,116016,116016
5568,2021-04-22 00:00:00,18,3,116017,116017,116017,116017
5569,2021-04-22 00:00:00,71,4,116018,116018,116018,116018
5570,2021-04-22 00:00:00,23,5,116019,116019,116019,116019
5571,2021-04-22 00:00:00,90,1,116020,116020,116020,116020
5572,2021-04-22 00:00:00,51,2,116021,116021,116021,116021
5573,2021-04-22 00:00:00,85,3,116022,116022,116022,116022
5574,2021-04-22 00:00:00,42,4,116023,116023,116023,116023
5575,2021-04-22 00:00:00,42,5,116024,116024,116024,116024
5576,2021-04-22 00:00:00,43,1,116025,116025,116025,116025
5577,2021-04-22 00:00:00,81,2,116026,116026,116026,116026
5578,2021-04-22 00:00:00,46,3,116027,116027,116027,116027
5579,2021-04-22 00:00:00,93,4,116028,116028,116028,116028
5580,2021-04-22 00:00:00,78,5,116029,116029,116029,116029
5581,2021-04-22 00:00:00,99,1,116030,116030,116030,116030
5582,2021-04-22 00:00:00,7,2,116031,116031,116031,116031
5583,2021-04-22 00:00:00,51,3,116032,116032,116032,116032
5584,2021-04-22 00:00:00,98,4,116033,116033,116033,116033
5585,2021-04-22 00:00:00,42,5,116034,116034,116034,116034
5586,2021-04-22 00:00:00,51,1,116035,116035,116035,116035
5587,2021-04-22 00:00:00,69,2,116036,116036,116036,116036
5588,2021-04-22 00:00:00,93,3,116037,116037,116037,116037
5589,2021-04-22 00:00:00,60,4,116038,116038,116038,116038
5590,2021-04-22 00:00:00,44,5,116039,116039,116039,116039
5591,2021-04-22 00:00:00,100,1,116040,116040,116040,116040
5592,2021-04-22 00:00:00,70,2,116041,116041,116041,116041
5593,2021-04-22 00:00:00,60,3,116042,116042,116042,116042
5594,2021-04-22 00:00:00,34,4,116043,116043,116043,116043
5595,2021-04-22 00:00:00,78,5,116044,116044,116044,116044
5596,2021-04-22 00:00:00,2,1,116045,116045,116045,116045
5597,2021-04-22 00:00:00,59,2,116046,116046,116046,116046
5598,2021-04-22 00:00:00,2,3,116047,116047,116047,116047
5599,2021-04-22 00:00:00,87,4,116048,116048,116048,116048
5600,2021-04-22 00:00:00,86,5,116049,116049,116049,116049
5601,2021-04-23 00:00:00,50,1,117000,117000,117000,117000
5602,2021-04-23 00:00:00,28,2,117001,117001,117001,117001
5603,2021-04-23 00:00:00,78,3,117002,117002,117002,117002
5604,2021-04-23 00:00:00,79,4,117003,117003,117003,117003
5605,2021-04-23 00:00:00,98,5,117004,117004,117004,117004
5606,2021-04-23 00:00:00,41,1,117005,117005,117005,117005
5607,2021-04-23 00:00:00,74,2,117006,117006,117006,117006
5608,2021-04-23 00:00:00,48,3,117007,117007,117007,117007
5609,2021-04-23 00:00:00,39,4,117008,117008,117008,117008
5610,2021-04-23 00:00:00,44,5,117009,117009,117009,117009
5611,2021-04-23 00:00:00,6,1,117010,117010,117010,117010
5612,2021-04-23 00:00:00,72,2,117011,117011,117011,117011
5613,2021-04-23 00:00:00,88,3,117012,117012,117012,117012
5614,2021-04-23 00:00:00,61,4,117013,117013,117013,117013
5615,2021-04-23 00:00:00,86,5,117014,117014,117014,117014
5616,2021-04-23 00:00:00,7,1,117015,117015,117015,117015
5617,2021-04-23 00:00:00,18,2,117016,117016,117016,117016
5618,2021-04-23 00:00:00,41,3,117017,117017,117017,117017
5619,2021-04-23 00:00:00,53,4,117018,117018,117018,117018
5620,2021-04-23 00:00:00,96,5,117019,117019,117019,117019
5621,2021-04-23 00:00:00,93,1,117020,117020,117020,117020
5622,2021-04-23 00:00:00,51,2,117021,117021,117021,117021
5623,2021-04-23 00:00:00,24,3,117022,117022,117022,117022
5624,2021-04-23 00:00:00,99,4,117023,117023,117023,117023
5625,2021-04-23 00:00:00,76,5,117024,117024,117024,117024
5626,2021-04-23 00:00:00,49,1,117025,117025,117025,117025
5627,2021-04-23 00:00:00,1,2,117026,117026,117026,117026
5628,2021-04-23 00:00:00,84,3,117027,117027,117027,117027
5629,2021-04-23 00:00:00,68,4,117028,117028,117028,117028
5630,2021-04-23 00:00:00,98,5,117029,117029,117029,117029
5631,2021-04-23 00:00:00,45,1,117030,117030,117030,117030
5632,2021-04-23 00:00:00,71,2,117031,117031,117031,117031
5633,2021-04-23 00:00:00,84,3,117032,117032,117032,117032
5634,2021-04-23 00:00:00,84,4,117033,117033,117033,117033
5635,2021-04-23 00:00:00,35,5,117034,117034,117034,117034
5636,2021-04-23 00:00:00,67,1,117035,117035,117035,117035
5637,2021-04-23 00:00:00,9,2,117036,117036,117036,117036
5638,2021-04-23 00:00:00,100,3,117037,117037,117037,117037
5639,2021-04-23 00:00:00,91,4,117038,117038,117038,117038
5640,2021-04-23 00:00:00,98,5,117039,117039,117039,117039
5641,2021-04-23 00:00:00,28,1,117040,117040,117040,117040
5642,2021-04-23 00:00:00,51,2,117041,117041,117041,117041
5643,2021-04-23 00:00:00,75,3,117042,117042,117042,117042
5644,2021-04-23 00:00:00,29,4,117043,117043,117043,117043
5645,2021-04-23 00:00:00,76,5,117044,117044,117044,117044
5646,2021-04-23 00:00:00,97,1,117045,117045,117045,117045
5647,2021-04-23 00:00:00,32,2,117046,117046,117046,117046
5648,2021-04-23 00:00:00,14,3,117047,117047,117047,117047
5649,2021-04-23 00:00:00,87,4,117048,117048,117048,117048
5650,2021-04-23 00:00:00,21,5,117049,117049,117049,117049
5651,2021-04-24 00:00:00,8,1,118000,118000,118000,118000
5652,2021-04-24 00:00:00,45,2,118001,118001,118001,118001
5653,2021-04-24 00:00:00,44,3,118002,118002,118002,118002
5654,2021-04-24 00:00:00,64,4,118003,118003,118003,118003
5655,2021-04-24 00:00:00,76,5,118004,118004,118004,118004
5656,2021-04-24 00:00:00,66,1,118005,118005,118005,118005
5657,2021-04-24 00:00:00,15,2,118006,118006,118006,118006
5658,2021-04-24 00:00:00,66,3,118007,118007,118007,118007
5659,2021-04-24 00:00:00,46,4,118008,118008,118008,118008
5660,2021-04-24 00:00:00,21,5,118009,118009,118009,118009
5661,2021-04-24 00:00:00,56,1,118010,118010,118010,118010
5662,2021-04-24 00:00:00,34,2,118011,118011,118011,118011
5663,2021-04-24 00:00:00,33,3,118012,118012,118012,118012
5664,2021-04-24 00:00:00,56,4,118013,118013,118013,118013
5665,2021-04-24 00:00:00,26,5,118014,118014,118014,118014
5666,2021-04-24 00:00:00,49,1,118015,118015,118015,118015
5667,2021-04-24 00:00:00,21,2,118016,118016,118016,118016
5668,2021-04-24 00:00:00,48,3,118017,118017,118017,118017
5669,2021-04-24 00:00:00,44,4,118018,118018,118018,118018
5670,2021-04-24 00:00:00,65,5,118019,118019,118019,118019
5671,2021-04-24 00:00:00,96,1,118020,118020,118020,118020
5672,2021-04-24 00:00:00,94,2,118021,118021,118021,118021
5673,2021-04-24 00:00:00,92,3,118022,118022,118022,118022
5674,2021-04-24 00:00:00,6,4,118023,118023,118023,118023
5675,2021-04-24 00:00:00,68,5,118024,118024,118024,118024
5676,2021-04-24 00:00:00,39,1,118025,118025,118025,118025
5677,2021-04-24 00:00:00,88,2,118026,118026,118026,118026
5678,2021-04-24 00:00:00,24,3,118027,118027,118027,118027
5679,2021-04-24 00:00:00,83,4,118028,118028,118028,118028
5680,2021-04-24 00:00:00,50,5,118029,118029,118029,118029
5681,2021-04-24 00:00:00,65,1,118030,118030,118030,118030
5682,2021-04-24 00:00:00,47,2,118031,118031,118031,118031
5683,2021-04-24 00:00:00,2,3,118032,118032,118032,118032
5684,2021-04-24 00:00:00,39,4,118033,118033,118033,118033
5685,2021-04-24 00:00:00,30,5,118034,118034,118034,118034
5686,2021-04-24 00:00:00,22,1,118035,118035,118035,118035
5687,2021-04-24 00:00:00,92,2,118036,118036,118036,118036
5688,2021-04-24 00:00:00,51,3,118037,118037,118037,118037
5689,2021-04-24 00:00:00,51,4,118038,118038,118038,118038
5690,2021-04-24 00:00:00,63,5,118039,118039,118039,118039
5691,2021-04-24 00:00:00,59,1,118040,118040,118040,118040
5692,2021-04-24 00:00:00,44,2,118041,118041,118041,118041
5693,2021-04-24 00:00:00,98,3,118042,118042,118042,118042
5694,2021-04-24 00:00:00,99,4,118043,118043,118043,118043
5695,2021-04-24 00:00:00,78,5,118044,118044,118044,118044
5696,2021-04-24 00:00:00,57,1,118045,118045,118045,118045
5697,2021-04-24 00:00:00,23,2,118046,118046,118046,118046
5698,2021-04-24 00:00:00,72,3,118047,118047,118047,118047
5699,2021-04-24 00:00:00,5,4,118048,118048,118048,118048
5700,2021-04-24 00:00:00,52,5,118049,118049,118049,118049
5701,2021-04-25 00:00:00,24,1,119000,119000,119000,119000
5702,2021-04-25 00:00:00,58,2,119001,119001,119001,119001
5703,2021-04-25 00:00:00,24,3,119002,119002,119002,119002
5704,2021-04-25 00:00:00,68,4,119003,119003,119003,119003
5705,2021-04-25 00:00:00,48,5,119004,119004,119004,119004
5706,2021-04-25 00:00:00,31,1,119005,119005,119005,119005
5707,2021-04-25 00:00:00,57,2,119006,119006,119006,119006
5708,2021-04-25 00:00:00,29,3,119007,119007,119007,119007
5709,2021-04-25 00:00:00,95,4,119008,119008,119008,119008
5710,2021-04-25 00:00:00,97,5,119009,119009,119009,119009
5711,2021-04-25 00:00:00,38,1,119010,119010,119010,119010
5712,2021-04-25 00:00:00,37,2,119011,119011,119011,119011
5713,2021-04-25 00:00:00,13,3,119012,119012,119012,119012
5714,2021-04-25 00:00:00,26,4,119013,119013,119013,119013
5715,2021-04-25 00:00:00,51,5,119014,119014,119014,119014
5716,2021-04-25 00:00:00,63,1,119015,119015,119015,119015
5717,2021-04-25 00:00:00,88,2,119016,119016,119016,119016
5718,2021-04-25 00:00:00,62,3,119017,119017,119017,119017
5719,2021-04-25 00:00:00,97,4,119018,119018,119018,119018
5720,2021-04-25 00:00:00,87,5,119019,119019,119019,119019
5721,2021-04-25 00:00:00,13,1,119020,119020,119020,119020
5722,2021-04-25 00:00:00,21,2,119021,119021,119021,119021
5723,2021-04-25 00:00:00,76,3,119022,119022,119022,119022
5724,2021-04-25 00:00:00,6,4,119023,119023,119023,119023
5725,2021-04-25 00:00:00,89,5,119024,119024,119024,119024
5726,2021-04-25 00:00:00,36,1,119025,119025,119025,119025
5727,2021-04-25 00:00:00,33,2,119026,119026,119026,119026
5728,2021-04-25 00:00:00,60,3,119027,119027,119027,119027
5729,2021-04-25 00:00:00,98,4,119028,119028,119028,119028
5730,2021-04-25 00:00:00,87,5,119029,119029,119029,119029
5731,2021-04-25 00:00:00,61,1,119030,119030,119030,119030
5732,2021-04-25 00:00:00,99,2,119031,119031,119031,119031
5733,2021-04-25 00:00:00,78,3,119032,119032,119032,119032
5734,2021-04-25 00:00:00,48,4,119033,119033,119033,119033
5735,2021-04-25 00:00:00,49,5,119034,119034,119034,119034
5736,2021-04-25 00:00:00,43,1,119035,119035,119035,119035
5737,2021-04-25 00:00:00,27,2,119036,119036,119036,119036
5738,2021-04-25 00:00:00,5,3,119037,119037,119037,119037
5739,2021-04-25 00:00:00,39,4,119038,119038,119038,119038
5740,2021-04-25 00:00:00,2,5,119039,119039,119039,119039
5741,2021-04-25 00:00:00,76,1,119040,119040,119040,119040
5742,2021-04-25 00:00:00,23,2,119041,119041,119041,119041
5743,2021-04-25 00:00:00,92,3,119042,119042,119042,119042
5744,2021-04-25 00:00:00,20,4,119043,119043,119043,119043
5745,2021-04-25 00:00:00,36,5,119044,119044,119044,119044
5746,2021-04-25 00:00:00,35,1,119045,119045,119045,119045
5747,2021-04-25 00:00:00,60,2,119046,119046,119046,119046
5748,2021-04-25 00:00:00,13,3,119047,119047,119047,119047
5749,2021-04-25 00:00:00,96,4,119048,119048,119048,119048
5750,2021-04-25 00:00:00,41,5,119049,119049,119049,119049
5751,2021-04-26 00:00:00,68,1,120000,120000,120000,120000
5752,2021-04-26 00:00:00,69,2,120001,120001,120001,120001
5753,2021-04-26 00:00:00,99,3,120002,120002,120002,120002
5754,2021-04-26 00:00:00,36,4,120003,120003,120003,120003
5755,2021-04-26 00:00:00,47,5,120004,120004,120004,120004
5756,2021-04-26 00:00:00,47,1,120005,120005,120005,120005
5757,2021-04-26 00:00:00,88,2,120006,120006,120006,120006
5758,2021-04-26 00:00:00,98,3,120007,120007,120007,120007
5759,2021-04-26 00:00:00,15,4,120008,120008,120008,120008
5760,2021-04-26 00:00:00,10,5,120009,120009,120009,120009
5761,2021-04-26 00:00:00,25,1,120010,120010,120010,120010
5762,2021-04-26 00:00:00,52,2,120011,120011,120011,120011
5763,2021-04-26 00:00:00,42,3,120012,120012,120012,120012
5764,2021-04-26 00:00:00,34,4,120013,120013,120013,120013
5765,2021-04-26 00:00:00,14,5,120014,120014,120014,120014
5766,2021-04-26 00:00:00,10,1,120015,120015,120015,120015
5767,2021-04-26 00:00:00,73,2,120016,120016,120016,120016
5768,2021-04-26 00:00:00,61,3,120017,120017,120017,120017
5769,2021-04-26 00:00:00,24,4,120018,120018,120018,120018
5770,2021-04-26 00:00:00,91,5,120019,120019,120019,120019
5771,2021-04-26 00:00:00,51,1,120020,120020,120020,120020
5772,2021-04-26 00:00:00,69,2,120021,120021,120021,120021
5773,2021-04-26 00:00:00,90,3,120022,120022,120022,120022
5774,2021-04-26 00:00:00,3,4,120023,120023,120023,120023
5775,2021-04-26 00:00:00,12,5,120024,120024,120024,120024
5776,2021-04-26 00:00:00,99,1,120025,120025,120025,120025
5777,2021-04-26 00:00:00,74,2,120026,120026,120026,120026
5778,2021-04-26 00:00:00,31,3,120027,120027,120027,120027
5779,2021-04-26 00:00:00,26,4,120028,120028,120028,120028
5780,2021-04-26 00:00:00,42,5,120029,120029,120029,120029
5781,2021-04-26 00:00:00,96,1,120030,120030,120030,120030
5782,2021-04-26 00:00:00,74,2,120031,120031,120031,120031
5783,2021-04-26 00:00:00,58,3,120032,120032,120032,120032
5784,2021-04-26 00:00:00,70,4,120033,120033,120033,120033
5785,2021-04-26 00:00:00,26,5,120034,120034,120034,120034
5786,2021-04-26 00:00:00,96,1,120035,120035,120035,120035
5787,2021-04-26 00:00:00,100,2,120036,120036,120036,120036
5788,2021-04-26 00:00:00,38,3,120037,120037,120037,120037
5789,2021-04-26 00:00:00,28,4,120038,120038,120038,120038
5790,2021-04-26 00:00:00,59,5,120039,120039,120039,120039
5791,2021-04-26 00:00:00,96,1,120040,120040,120040,120040
5792,2021-04-26 00:00:00,97,2,120041,120041,120041,120041
5793,2021-04-26 00:00:00,78,3,120042,120042,120042,120042
5794,2021-04-26 00:00:00,51,4,120043,120043,120043,120043
5795,2021-04-26 00:00:00,48,5,120044,120044,120044,120044
5796,2021-04-26 00:00:00,53,1,120045,120045,120045,120045
5797,2021-04-26 00:00:00,58,2,120046,120046,120046,120046
5798,2021-04-26 00:00:00,2,3,120047,120047,120047,120047
5799,2021-04-26 00:00:00,87,4,120048,120048,120048,120048
5800,2021-04-26 00:00:00,26,5,120049,120049,120049,120049
5801,2021-04-27 00:00:00,63,1,121000,121000,121000,121000
5802,2021-04-27 00:00:00,71,2,121001,121001,121001,121001
5803,2021-04-27 00:00:00,100,3,121002,121002,121002,121002
5804,2021-04-27 00:00:00,62,4,121003,121003,121003,121003
5805,2021-04-27 00:00:00,70,5,121004,121004,121004,121004
5806,2021-04-27 00:00:00,50,1,121005,121005,121005,121005
5807,2021-04-27 00:00:00,7,2,121006,121006,121006,121006
5808,2021-04-27 00:00:00,87,3,121007,121007,121007,121007
5809,2021-04-27 00:00:00,35,4,121008,121008,121008,121008
5810,2021-04-27 00:00:00,91,5,121009,121009,121009,121009
5811,2021-04-27 00:00:00,27,1,121010,121010,121010,121010
5812,2021-04-27 00:00:00,88,2,121011,121011,121011,121011
5813,2021-04-27 00:00:00,27,3,121012,121012,121012,121012
5814,2021-04-27 00:00:00,66,4,121013,121013,121013,121013
5815,2021-04-27 00:00:00,62,5,121014,121014,121014,121014
5816,2021-04-27 00:00:00,34,1,121015,121015,121015,121015
5817,2021-04-27 00:00:00,65,2,121016,121016,121016,121016
5818,2021-04-27 00:00:00,61,3,121017,121017,121017,121017
5819,2021-04-27 00:00:00,94,4,121018,121018,121018,121018
5820,2021-04-27 00:00:00,93,5,121019,121019,121019,121019
5821,2021-04-27 00:00:00,84,1,121020,121020,121020,121020
5822,2021-04-27 00:00:00,96,2,121021,121021,121021,121021
5823,2021-04-27 00:00:00,73,3,121022,121022,121022,121022
5824,2021-04-27 00:00:00,40,4,121023,121023,121023,121023
5825,2021-04-27 00:00:00,69,5,121024,121024,121024,121024
5826,2021-04-27 00:00:00,87,1,121025,121025,121025,121025
5827,2021-04-27 00:00:00,52,2,121026,121026,121026,121026
5828,2021-04-27 00:00:00,56,3,121027,121027,121027,121027
5829,2021-04-27 00:00:00,87,4,121028,121028,121028,121028
5830,2021-04-27 00:00:00,58,5,121029,121029,121029,121029
5831,2021-04-27 00:00:00,84,1,121030,121030,121030,121030
5832,2021-04-27 00:00:00,94,2,121031,121031,121031,121031
5833,2021-04-27 00:00:00,77,3,121032,121032,121032,121032
5834,2021-04-27 00:00:00,83,4,121033,121033,121033,121033
5835,2021-04-27 00:00:00,51,5,121034,121034,121034,121034
5836,2021-04-27 00:00:00,85,1,121035,121035,121035,121035
5837,2021-04-27 00:00:00,66,2,121036,121036,121036,121036
5838,2021-04-27 00:00:00,96,3,121037,121037,121037,121037
5839,2021-04-27 00:00:00,94,4,121038,121038,121038,121038
5840,2021-04-27 00:00:00,51,5,121039,121039,121039,121039
5841,2021-04-27 00:00:00,61,1,121040,121040,121040,121040
5842,2021-04-27 00:00:00,85,2,121041,121041,121041,121041
5843,2021-04-27 00:00:00,3,3,121042,121042,121042,121042
5844,2021-04-27 00:00:00,94,4,121043,121043,121043,121043
5845,2021-04-27 00:00:00,55,5,121044,121044,121044,121044
5846,2021-04-27 00:00:00,28,1,121045,121045,121045,121045
5847,2021-04-27 00:00:00,57,2,121046,121046,121046,121046
5848,2021-04-27 00:00:00,14,3,121047,121047,121047,121047
5849,2021-04-27 00:00:00,73,4,121048,121048,121048,121048
5850,2021-04-27 00:00:00,16,5,121049,121049,121049,121049
5851,2021-04-28 00:00:00,65,1,122000,122000,122000,122000
5852,2021-04-28 00:00:00,95,2,122001,122001,122001,122001
5853,2021-04-28 00:00:00,96,3,122002,122002,122002,122002
5854,2021-04-28 00:00:00,94,4,122003,122003,122003,122003
5855,2021-04-28 00:00:00,92,5,122004,122004,122004,122004
5856,2021-04-28 00:00:00,67,1,122005,122005,122005,122005
5857,2021-04-28 00:00:00,35,2,122006,122006,122006,122006
5858,2021-04-28 00:00:00,49,3,122007,122007,122007,122007
5859,2021-04-28 00:00:00,23,4,122008,122008,122008,122008
5860,2021-04-28 00:00:00,92,5,122009,122009,122009,122009
5861,2021-04-28 00:00:00,91,1,122010,122010,122010,122010
5862,2021-04-28 00:00:00,20,2,122011,122011,122011,122011
5863,2021-04-28 00:00:00,6,3,122012,122012,122012,122012
5864,2021-04-28 00:00:00,62,4,122013,122013,122013,122013
5865,2021-04-28 00:00:00,27,5,122014,122014,122014,122014
5866,2021-04-28 00:00:00,80,1,122015,122015,122015,122015
5867,2021-04-28 00:00:00,75,2,122016,122016,122016,122016
5868,2021-04-28 00:00:00,49,3,122017,122017,122017,122017
5869,2021-04-28 00:00:00,57,4,122018,122018,122018,122018
5870,2021-04-28 00:00:00,27,5,122019,122019,122019,122019
5871,2021-04-28 00:00:00,94,1,122020,122020,122020,122020
5872,2021-04-28 00:00:00,39,2,122021,122021,122021,122021
5873,2021-04-28 00:00:00,62,3,122022,122022,122022,122022
5874,2021-04-28 00:00:00,77,4,122023,122023,122023,122023
5875,2021-04-28 00:00:00,33,5,122024,122024,122024,122024
5876,2021-04-28 00:00:00,68,1,122025,122025,122025,122025
5877,2021-04-28 00:00:00,73,2,122026,122026,122026,122026
5878,2021-04-28 00:00:00,1,3,122027,122027,122027,122027
5879,2021-04-28 00:00:00,14,4,122028,122028,122028,122028
5880,2021-04-28 00:00:00,87,5,122029,122029,122029,122029
5881,2021-04-28 00:00:00,93,1,122030,122030,122030,122030
5882,2021-04-28 00:00:00,5,2,122031,122031,122031,122031
5883,2021-04-28 00:00:00,19,3,122032,122032,122032,122032
5884,2021-04-28 00:00:00,5,4,122033,122033,122033,122033
5885,2021-04-28 00:00:00,24,5,122034,122034,122034,122034
5886,2021-04-28 00:00:00,83,1,122035,122035,122035,122035
5887,2021-04-28 00:00:00,23,2,122036,122036,122036,122036
5888,2021-04-28 00:00:00,64,3,122037,122037,122037,122037
5889,2021-04-28 00:00:00,66,4,122038,122038,122038,122038
5890,2021-04-28 00:00:00,42,5,122039,122039,122039,122039
5891,2021-04-28 00:00:00,97,1,122040,122040,122040,122040
5892,2021-04-28 00:00:00,32,2,122041,122041,122041,122041
5893,2021-04-28 00:00:00,64,3,122042,122042,122042,122042
5894,2021-04-28 00:00:00,61,4,122043,122043,122043,122043
5895,2021-04-28 00:00:00,95,5,122044,122044,122044,122044
5896,2021-04-28 00:00:00,22,1,122045,122045,122045,122045
5897,2021-04-28 00:00:00,8,2,122046,122046,122046,122046
5898,2021-04-28 00:00:00,18,3,122047,122047,122047,122047
5899,2021-04-28 00:00:00,67,4,122048,122048,122048,122048
5900,2021-04-28 00:00:00,15,5,122049,122049,122049,122049
5901,2021-04-29 00:00:00,45,1,123000,123000,123000,123000
5902,2021-04-29 00:00:00,63,2,123001,123001,123001,123001
5903,2021-04-29 00:00:00,72,3,123002,123002,123002,123002
5904,2021-04-29 00:00:00,95,4,123003,123003,123003,123003
5905,2021-04-29 00:00:00,71,5,123004,123004,123004,123004
5906,2021-04-29 00:00:00,90,1,123005,123005,123005,123005
5907,2021-04-29 00:00:00,46,2,123006,123006,123006,123006
5908,2021-04-29 00:00:00,65,3,123007,123007,123007,123007
5909,2021-04-29 00:00:00,30,4,123008,123008,123008,123008
5910,2021-04-29 00:00:00,98,5,123009,123009,123009,123009
5911,2021-04-29 00:00:00,74,1,123010,123010,123010,123010
5912,2021-04-29 00:00:00,44,2,123011,123011,123011,123011
5913,2021-04-29 00:00:00,8,3,123012,123012,123012,123012
5914,2021-04-29 00:00:00,100,4,123013,123013,123013,123013
5915,2021-04-29 00:00:00,85,5,123014,123014,123014,123014
5916,2021-04-29 00:00:00,73,1,123015,123015,123015,123015
5917,2021-04-29 00:00:00,2,2,123016,123016,123016,123016
5918,2021-04-29 00:00:00,68,3,123017,123017,123017,123017
5919,2021-04-29 00:00:00,38,4,123018,123018,123018,123018
5920,2021-04-29 00:00:00,32,5,123019,123019,123019,123019
5921,2021-04-29 00:00:00,76,1,123020,123020,123020,123020
5922,2021-04-29 00:00:00,33,2,123021,123021,123021,123021
5923,2021-04-29 00:00:00,25,3,123022,123022,123022,123022
5924,2021-04-29 00:00:00,7,4,123023,123023,123023,123023
5925,2021-04-29 00:00:00,41,5,123024,123024,123024,123024
5926,2021-04-29 00:00:00,30,1,123025,123025,123025,123025
5927,2021-04-29 00:00:00,71,2,123026,123026,123026,123026
5928,2021-04-29 00:00:00,68,3,123027,123027,123027,123027
5929,2021-04-29 00:00:00,40,4,123028,123028,123028,123028
5930,2021-04-29 00:00:00,20,5,123029,123029,123029,123029
5931,2021-04-29 00:00:00,57,1,123030,123030,123030,123030
5932,2021-04-29 00:00:00,58,2,123031,123031,123031,123031
5933,2021-04-29 00:00:00,72,3,123032,123032,123032,123032
5934,2021-04-29 00:00:00,96,4,123033,123033,123033,123033
5935,2021-04-29 00:00:00,96,5,123034,123034,123034,123034
5936,2021-04-29 00:00:00,4,1,123035,123035,123035,123035
5937,2021-04-29 00:00:00,69,2,123036,123036,123036,123036
5938,2021-04-29 00:00:00,20,3,123037,123037,123037,123037
5939,2021-04-29 00:00:00,73,4,123038,123038,123038,123038
5940,2021-04-29 00:00:00,87,5,123039,123039,123039,123039
5941,2021-04-29 00:00:00,25,1,123040,123040,123040,123040
5942,2021-04-29 00:00:00,16,2,123041,123041,123041,123041
5943,2021-04-29 00:00:00,13,3,123042,123042,123042,123042
5944,2021-04-29 00:00:00,75,4,123043,123043,123043,123043
5945,2021-04-29 00:00:00,73,5,123044,123044,123044,123044
5946,2021-04-29 00:00:00,98,1,123045,123045,123045,123045
5947,2021-04-29 00:00:00,14,2,123046,123046,123046,123046
5948,2021-04-29 00:00:00,47,3,123047,123047,123047,123047
5949,2021-04-29 00:00:00,46,4,123048,123048,123048,123048
5950,2021-04-29 00:00:00,80,5,123049,123049,123049,123049
5951,2021-04-30 00:00:00,85,1,124000,124000,124000,124000
5952,2021-04-30 00:00:00,18,2,124001,124001,124001,124001
5953,2021-04-30 00:00:00,98,3,124002,124002,124002,124002
5954,2021-04-30 00:00:00,56,4,124003,124003,124003,124003
5955,2021-04-30 00:00:00,75,5,124004,124004,124004,124004
5956,2021-04-30 00:00:00,63,1,124005,124005,124005,124005
5957,2021-04-30 00:00:00,29,2,124006,124006,124006,124006
5958,2021-04-30 00:00:00,95,3,124007,124007,124007,124007
5959,2021-04-30 00:00:00,47,4,124008,124008,124008,124008
5960,2021-04-30 00:00:00,85,5,124009,124009,124009,124009
5961,2021-04-30 00:00:00,70,1,124010,124010,124010,124010
5962,2021-04-30 00:00:00,75,2,124011,124011,124011,124011
5963,2021-04-30 00:00:00,14,3,124012,124012,124012,124012
5964,2021-04-30 00:00:00,16,4,124013,124013,124013,124013
5965,2021-04-30 00:00:00,10,5,124014,124014,124014,124014
5966,2021-04-30 00:00:00,30,1,124015,124015,124015,124015
5967,2021-04-30 00:00:00,93,2,124016,124016,124016,124016
5968,2021-04-30 00:00:00,63,3,124017,124017,124017,124017
5969,2021-04-30 00:00:00,75,4,124018,124018,124018,124018
5970,2021-04-30 00:00:00,87,5,124019,124019,124019,124019
5971,2021-04-30 00:00:00,39,1,124020,124020,124020,124020
5972,2021-04-30 00:00:00,10,2,124021,124021,124021,124021
